
50.55737,2.94992
50.52936,2.93151
50.51243,2.91714
50.51974,2.89123
50.51607,2.90605
50.52132,2.88837
50.52211,2.96652
50.53146,2.93875
50.53707,2.84896
50.53639,2.81517
50.54194,2.81987
50.58465,2.90868
50.61613,2.83783
50.53196,2.80251
50.57886,2.85234
50.51098,3.12175
50.51293,3.16665
50.4803,3.13456
50.54792,3.14516
50.54129,3.18902
50.53925,3.07765
50.5059,3.12429
50.53476,3.10671
50.52832,3.17434
50.45918,3.03419
50.47812,3.10784
50.66745,2.45763
50.69514,2.42763
50.7302,2.418
50.76039,2.72401
50.73276,2.68824
50.73981,2.69707
50.73351,2.69505
50.63499,2.73765
50.71101,2.76577
50.63462,2.77135
50.6677,2.77069
50.63753,2.73673
50.62599,2.73764
50.67304,2.78779
50.6348,2.71447
50.65537,2.6294
50.62626,2.55111
50.62556,2.62903
50.63912,2.59899
50.63898,2.59912
50.63272,3.23652
50.60838,3.22961
50.60049,3.16554
50.57565,3.19834
50.53908,3.2646
50.57068,3.21425
50.57674,3.19362
50.56511,3.23544
50.53087,3.2193
50.68934,2.96942
50.72335,3.00707
50.69979,2.9712
50.67501,3.00162
50.71292,2.99974
50.32068,3.5184
50.26489,3.47979
50.2496,3.41413
50.29368,3.27905
50.26338,3.38517
50.25869,3.34191
50.27251,3.25313
50.11192,3.94567
50.12195,3.90521
50.10249,3.87328
50.12848,3.95496
50.12547,3.86769
50.09399,3.93044
50.05212,3.87547
50.06802,3.92867
50.11315,3.93185
50.06641,3.93376
50.06925,3.83768
50.12217,3.86039
50.10269,3.87925
50.10072,3.97305
50.10887,3.90095
50.1751,3.95466
50.01776,4.05349
50.00429,4.05287
50.02882,4.02831
50.00682,4.05801
50.07831,3.52506
50.0763,3.65392
50.1064,3.53644
50.10585,3.5418
50.1065,3.53709
50.09996,3.59892
50.11673,3.64089
50.10616,3.53586
50.0943,3.54043
50.12243,3.59092
50.09536,3.57744
50.1228,3.40654
50.13069,3.384
50.12306,3.41491
50.11949,3.41533
50.13282,3.41709
50.12606,3.40715
50.11141,3.4075
50.12707,3.41769
50.12199,3.42028
50.1185,3.47853
50.12748,3.407
50.12674,3.44331
50.12805,3.46442
50.14634,3.35815
50.13212,3.40264
50.21603,3.18105
50.20723,3.27766
50.2212,3.26042
50.21577,3.30035
50.22818,3.31964
50.19919,3.31097
50.14496,3.198
50.1178,3.17104
50.06112,3.12359
50.13358,3.21532
50.26158,3.49355
50.18992,3.49469
50.18116,3.49098
50.30458,3.1337
50.32874,3.09514
50.33107,3.0807
50.26735,3.13908
50.27155,3.16014
50.27761,3.1082
50.27459,3.10067
50.31633,3.13323
50.27267,3.03702
50.28442,3.09557
50.47622,3.2966
50.48724,3.20071
50.50184,3.26769
50.44808,3.25992
50.49726,3.26542
50.47741,3.23912
50.46114,3.21157
50.45404,3.20258
50.43629,3.23379
50.47205,3.29625
50.46814,3.26546
50.47841,3.21153
50.46246,3.13692
50.48156,3.20767
50.46247,3.20254
50.50121,3.24525
50.48337,3.25573
50.47821,3.20902
50.45501,3.19328
50.27105,3.81237
50.27829,3.76508
50.30491,3.97746
50.29791,3.78559
50.30747,3.74359
50.30276,3.75372
50.27313,3.77683
50.25591,3.66747
50.26367,3.58011
50.24378,3.71628
50.27426,3.7072
50.23765,3.58103
50.24921,3.64528
50.78079,1.6689
50.8587,1.73293
50.79876,1.6739
50.81368,1.69462
50.87298,1.74959
50.72365,1.64825
50.33086,2.71723
50.3896,2.78041
50.31739,2.68878
50.38573,2.82154
50.34506,2.69426
50.34511,2.6943
50.36304,2.77335
50.39367,2.6842
50.3307,2.71749
50.35082,2.78761
50.3635,2.81973
50.33286,2.91567
50.33859,3.01421
50.33143,2.98359
50.36272,2.97803
50.29194,3.02819
50.83281,1.65962
50.80625,1.74816
50.79692,1.76447
50.84546,1.6055
50.80841,1.72187
50.81537,1.70179
50.86913,1.74127
50.81389,1.76108
50.61424,1.63384
50.66439,1.6532
50.68028,1.63903
50.63443,1.60076
50.43178,2.67311
50.51188,1.69315
50.56189,1.61412
50.56715,1.69832
50.52133,1.64722
50.52514,1.62896
50.63717,2.39036
50.6338,2.2629
50.63349,2.40901
50.63531,2.30577
50.63797,2.25655
50.69467,2.35561
50.63805,2.41241
50.62565,2.34829
50.63717,2.40934
50.64846,2.36145
50.63675,2.41361
50.64123,2.41237
50.1729,1.63644
50.10796,1.61532
50.0961,1.64159
50.17596,1.57859
50.16059,1.56019
50.17914,1.49319
50.07682,1.61003
50.14203,1.61346
50.13038,1.50174
50.12909,1.61633
50.11688,1.65599
50.00804,2.67079
49.99609,2.66388
50.00375,2.64871
50.06713,2.6766
50.03975,2.7271
49.59855,4.04784
49.52564,3.75462
49.5269,3.75523
49.60686,3.73228
49.51989,3.75201
49.47916,3.9167
49.54384,3.76781
48.96681,3.28306
48.98667,3.35821
49.00594,3.22624
48.97518,3.30591
48.89759,3.40623
49.04437,3.27758
48.96499,3.31876
48.93633,3.42007
48.95005,3.32989
48.94573,3.45987
48.96244,3.33051
48.99086,3.37105
48.8954,3.44769
49.9211,4.08369
49.92433,4.07923
49.9096,4.09055
49.9569,4.03659
49.92216,4.14037
49.93371,4.03134
49.96369,3.98645
49.97416,4.07158
49.92529,4.13344
49.28661,1.81959
49.21959,1.88401
49.20627,1.86188
49.17391,1.91236
49.31125,1.88599
49.30473,1.86803
49.33984,2.21013
49.30783,2.23766
49.3369,2.19672
49.26493,2.20385
49.33312,2.19883
49.3005,2.19718
49.35144,2.23596
49.36378,2.21636
49.34335,2.43335
49.32944,2.46398
49.32437,2.44206
49.34828,2.28665
49.35495,2.31735
49.36975,2.25588
49.36615,2.16094
49.32281,2.2576
49.29846,2.34676
49.31326,2.35825
49.31325,2.33557
49.38978,2.93429
49.33743,2.88956
49.36865,2.77788
49.35331,2.71879
49.40243,2.72626
49.50538,6.19348
49.45943,6.17761
49.42706,6.16491
49.43842,6.21154
49.5035,6.27143
49.20271,2.58191
49.19877,2.5792
49.20657,2.5782
49.22062,2.59253
49.22482,2.61499
49.19527,2.63234
49.22482,2.61499
49.21583,2.66958
49.18238,2.23472
49.22863,2.28768
49.19394,2.32817
49.17018,2.24171
49.1564,2.24437
49.16997,2.25752
49.16638,2.25029
49.19993,2.26197
49.16692,2.24852
49.22996,2.29347
49.18015,2.23504
49.1806,2.23544
49.17375,2.23141
49.18321,2.21239
49.19904,2.48957
49.19029,2.48626
49.23141,2.45887
49.22083,2.46687
49.18319,2.49149
49.18975,2.46294
49.17706,2.49788
49.18976,2.4846
49.21179,2.43417
49.21124,2.42684
49.22878,2.52903
49.21175,2.43992
49.11342,2.70237
49.08655,2.73319
49.14767,2.87194
49.11788,2.71161
49.14769,2.87189
49.11414,2.70451
49.14712,2.80957
49.14771,2.87185
